date_day,affiliate_name,affiliate_id,campaign_name,country,spend_usd,conversions
2025-01-07,LeadLaunch,AFF008,loyalty_reactivation,US,351.89,2
2025-01-08,LeadLaunch,AFF008,loyalty_reactivation,DE,169.03,1
2025-01-08,TechReach Media,AFF001,q1_retention,NL,310.61,1
2025-01-08,NorthStar Affiliates,AFF004,product_launch_v2,NL,710.29,4
2025-01-08,ClickBridge Partners,AFF003,summer_promo_2025,SE,268.78,1
2025-01-08,ConvertFlow,AFF006,summer_promo_2025,DE,384.16,2
2025-01-09,LeadLaunch,AFF008,new_year_push,US,116.83,1
2025-01-09,AdVantage Hub,AFF005,referral_spring,PL,811.18,6
2025-01-09,GrowthNest,AFF002,summer_promo_2025,SE,812.63,9
2025-01-09,FunnelForge,AFF009,summer_promo_2025,GB,713.05,6
2025-01-09,PixelPartners,AFF007,referral_spring,GB,157.46,1
2025-01-09,ClickBridge Partners,AFF003,product_launch_v2,CA,295.22,1
2025-01-09,ConvertFlow,AFF006,new_year_push,US,180.66,1
2025-01-10,AdVantage Hub,AFF005,black_friday_2025,PL,490.61,4
2025-01-10,GrowthNest,AFF002,q1_retention,US,268.32,1
2025-01-10,ClickBridge Partners,AFF003,q1_retention,NL,179.9,1
2025-01-10,TechReach Media,AFF001,referral_spring,NL,556.52,5
2025-01-10,ConvertFlow,AFF006,influencer_collab,CA,666.63,2
2025-01-10,NorthStar Affiliates,AFF004,summer_promo_2025,US,181.48,2
2025-01-10,LeadLaunch,AFF008,loyalty_reactivation,GB,326.78,4
2025-01-11,PixelPartners,AFF007,loyalty_reactivation,BR,100.38,1
2025-01-11,AdVantage Hub,AFF005,referral_spring,DE,599.86,7
2025-01-11,NorthStar Affiliates,AFF004,summer_promo_2025,US,423.67,1
2025-01-12,GrowthNest,AFF002,summer_promo_2025,AU,733.39,6
2025-01-12,ClickBridge Partners,AFF003,q1_retention,DE,576.93,8
2025-01-12,TechReach Media,AFF001,black_friday_2025,FR,418.31,1
2025-01-12,ConvertFlow,AFF006,referral_spring,GB,614.58,9
2025-01-12,LeadLaunch,AFF008,black_friday_2025,DE,283.23,1
2025-01-12,AdVantage Hub,AFF005,q1_retention,CA,749.59,11
2025-01-12,PixelPartners,AFF007,summer_promo_2025,US,567.44,3
2025-01-13,NorthStar Affiliates,AFF004,q1_retention,BR,215.74,1
2025-01-13,LeadLaunch,AFF008,referral_spring,US,174.7,1
2025-01-13,GrowthNest,AFF002,loyalty_reactivation,US,223.21,1
2025-01-14,TechReach Media,AFF001,black_friday_2025,US,228.83,2
2025-01-14,BrandBoost Network,AFF010,new_year_push,US,548.41,2
2025-01-14,PixelPartners,AFF007,new_year_push,US,386.36,3
2025-01-14,NorthStar Affiliates,AFF004,new_year_push,US,763.44,6
2025-01-14,ConvertFlow,AFF006,summer_promo_2025,BR,161.27,1
2025-01-14,ClickBridge Partners,AFF003,summer_promo_2025,AU,820.18,3
2025-01-14,LeadLaunch,AFF008,new_year_push,CA,719.17,7
2025-01-15,NorthStar Affiliates,AFF004,influencer_collab,GB,604.44,3
2025-01-15,BrandBoost Network,AFF010,referral_spring,US,471.86,1
2025-01-15,LeadLaunch,AFF008,influencer_collab,US,381.36,3
2025-01-15,GrowthNest,AFF002,referral_spring,GB,391.16,1
2025-01-15,ConvertFlow,AFF006,product_launch_v2,US,858.06,9
2025-01-15,AdVantage Hub,AFF005,new_year_push,DE,349.26,2
2025-01-16,ConvertFlow,AFF006,product_launch_v2,US,682.61,1
2025-01-16,FunnelForge,AFF009,q1_retention,NL,785.79,12
2025-01-16,PixelPartners,AFF007,q1_retention,FR,157.98,1
2025-01-16,NorthStar Affiliates,AFF004,loyalty_reactivation,US,847.47,10
2025-01-16,ClickBridge Partners,AFF003,product_launch_v2,BR,736.73,2
2025-01-17,PixelPartners,AFF007,product_launch_v2,US,585.26,5
2025-01-17,LeadLaunch,AFF008,q1_retention,DE,549.39,2
2025-01-17,NorthStar Affiliates,AFF004,influencer_collab,DE,706.42,5
2025-01-17,FunnelForge,AFF009,new_year_push,DE,571.67,7
2025-01-17,BrandBoost Network,AFF010,q1_retention,US,176.02,1
2025-01-18,ClickBridge Partners,AFF003,new_year_push,CA,301.84,4
2025-01-18,LeadLaunch,AFF008,referral_spring,GB,209.24,2
2025-01-18,BrandBoost Network,AFF010,q1_retention,BR,439.08,5
2025-01-18,ConvertFlow,AFF006,influencer_collab,NL,533.45,7
2025-01-18,AdVantage Hub,AFF005,new_year_push,CA,473.08,1
2025-01-18,TechReach Media,AFF001,influencer_collab,PL,668.56,9
2025-01-18,NorthStar Affiliates,AFF004,new_year_push,US,777.44,10
2025-01-19,PixelPartners,AFF007,black_friday_2025,US,456.01,2
2025-01-19,NorthStar Affiliates,AFF004,influencer_collab,GB,833.12,9
2025-01-19,ConvertFlow,AFF006,black_friday_2025,US,897.57,1
2025-01-19,FunnelForge,AFF009,new_year_push,US,766.26,1
2025-01-19,TechReach Media,AFF001,summer_promo_2025,PL,625.86,2
2025-01-19,AdVantage Hub,AFF005,product_launch_v2,US,815.57,11
2025-01-20,AdVantage Hub,AFF005,black_friday_2025,US,826.72,4
2025-01-20,ClickBridge Partners,AFF003,product_launch_v2,US,84.45,1
2025-01-20,GrowthNest,AFF002,q1_retention,FR,737.22,1
2025-01-21,LeadLaunch,AFF008,black_friday_2025,US,245.46,3
2025-01-21,GrowthNest,AFF002,summer_promo_2025,DE,691.05,2
2025-01-21,ConvertFlow,AFF006,loyalty_reactivation,AU,207.27,2
2025-01-21,PixelPartners,AFF007,black_friday_2025,US,302.02,3
2025-01-21,TechReach Media,AFF001,summer_promo_2025,PL,581.47,6
2025-01-21,FunnelForge,AFF009,loyalty_reactivation,FR,114.73,1
2025-01-21,BrandBoost Network,AFF010,summer_promo_2025,SE,661.85,5
2025-01-22,TechReach Media,AFF001,new_year_push,DE,722.95,3
2025-01-22,LeadLaunch,AFF008,product_launch_v2,FR,199.01,1
2025-01-22,ClickBridge Partners,AFF003,new_year_push,GB,553.97,5
2025-01-23,GrowthNest,AFF002,influencer_collab,US,189.96,2
2025-01-23,LeadLaunch,AFF008,referral_spring,GB,430.88,5
2025-01-23,NorthStar Affiliates,AFF004,loyalty_reactivation,FR,417.68,1
2025-01-23,FunnelForge,AFF009,influencer_collab,US,562.41,5
2025-01-23,BrandBoost Network,AFF010,referral_spring,US,423.09,3
2025-01-23,PixelPartners,AFF007,influencer_collab,US,549.42,3
2025-01-24,AdVantage Hub,AFF005,black_friday_2025,DE,433.76,4
2025-01-24,BrandBoost Network,AFF010,product_launch_v2,GB,500.45,6
2025-01-24,NorthStar Affiliates,AFF004,product_launch_v2,SE,835.27,11
2025-01-24,LeadLaunch,AFF008,loyalty_reactivation,DE,735.89,3
2025-01-24,ConvertFlow,AFF006,referral_spring,AU,485.2,1
2025-01-25,TechReach Media,AFF001,summer_promo_2025,US,353.99,2
2025-01-25,FunnelForge,AFF009,q1_retention,GB,689.01,10
2025-01-25,BrandBoost Network,AFF010,summer_promo_2025,AU,782.37,5
2025-01-26,PixelPartners,AFF007,referral_spring,BR,896.28,6
2025-01-26,GrowthNest,AFF002,black_friday_2025,GB,643.89,2
2025-01-26,AdVantage Hub,AFF005,product_launch_v2,GB,605.53,4
2025-01-26,ClickBridge Partners,AFF003,summer_promo_2025,US,510.57,4
2025-01-27,ConvertFlow,AFF006,new_year_push,DE,768.04,9
2025-01-27,GrowthNest,AFF002,new_year_push,US,447.56,6
2025-01-27,AdVantage Hub,AFF005,influencer_collab,US,699.37,1
2025-01-28,GrowthNest,AFF002,summer_promo_2025,US,319.49,1
2025-01-28,NorthStar Affiliates,AFF004,influencer_collab,FR,484.5,1
2025-01-28,LeadLaunch,AFF008,summer_promo_2025,US,771.74,10
2025-01-28,BrandBoost Network,AFF010,product_launch_v2,FR,629.57,8
2025-01-28,ClickBridge Partners,AFF003,black_friday_2025,US,380.62,4
2025-01-29,ConvertFlow,AFF006,black_friday_2025,DE,825.83,4
2025-01-29,ClickBridge Partners,AFF003,loyalty_reactivation,AU,359.28,3
2025-01-29,FunnelForge,AFF009,influencer_collab,DE,166.08,1
2025-01-29,NorthStar Affiliates,AFF004,summer_promo_2025,SE,597.28,4
2025-01-29,LeadLaunch,AFF008,influencer_collab,GB,237.11,1
2025-01-30,FunnelForge,AFF009,q1_retention,US,307.98,3
2025-01-30,TechReach Media,AFF001,q1_retention,FR,885.08,10
2025-01-30,PixelPartners,AFF007,black_friday_2025,DE,704.37,7
2025-01-30,AdVantage Hub,AFF005,product_launch_v2,NL,869.83,12
2025-01-31,NorthStar Affiliates,AFF004,new_year_push,BR,887.35,9
2025-01-31,PixelPartners,AFF007,q1_retention,NL,694.99,3
2025-01-31,TechReach Media,AFF001,product_launch_v2,US,113.58,1
2025-01-31,ClickBridge Partners,AFF003,referral_spring,CA,481.55,7
2025-01-31,ConvertFlow,AFF006,new_year_push,DE,881.89,4
2025-01-31,GrowthNest,AFF002,influencer_collab,CA,149.55,1
2025-02-01,NorthStar Affiliates,AFF004,q1_retention,GB,119.93,1
2025-02-01,LeadLaunch,AFF008,summer_promo_2025,US,633.75,7
2025-02-01,AdVantage Hub,AFF005,product_launch_v2,CA,789.67,9
2025-02-01,ClickBridge Partners,AFF003,product_launch_v2,CA,120.15,1
2025-02-02,FunnelForge,AFF009,black_friday_2025,SE,630.72,4
2025-02-02,TechReach Media,AFF001,referral_spring,AU,365.39,2
2025-02-02,PixelPartners,AFF007,black_friday_2025,US,564.06,7
2025-02-02,NorthStar Affiliates,AFF004,influencer_collab,US,806.98,5
2025-02-02,AdVantage Hub,AFF005,black_friday_2025,US,360.38,1
2025-02-02,GrowthNest,AFF002,influencer_collab,CA,898.97,10
2025-02-02,BrandBoost Network,AFF010,product_launch_v2,GB,192.19,1
2025-02-03,AdVantage Hub,AFF005,product_launch_v2,GB,830.54,8
2025-02-03,GrowthNest,AFF002,q1_retention,US,379.61,3
2025-02-03,BrandBoost Network,AFF010,summer_promo_2025,US,94.49,1
2025-02-04,ClickBridge Partners,AFF003,referral_spring,GB,866.55,13
2025-02-04,BrandBoost Network,AFF010,black_friday_2025,DE,313.32,2
2025-02-04,AdVantage Hub,AFF005,new_year_push,US,346.78,4
2025-02-05,BrandBoost Network,AFF010,referral_spring,US,796.94,1
2025-02-05,ConvertFlow,AFF006,referral_spring,DE,729.42,7
2025-02-05,FunnelForge,AFF009,black_friday_2025,GB,470.53,6
2025-02-05,PixelPartners,AFF007,new_year_push,NL,748.0,8
2025-02-05,ClickBridge Partners,AFF003,new_year_push,CA,231.85,1
2025-02-05,GrowthNest,AFF002,loyalty_reactivation,US,615.4,3
2025-02-05,LeadLaunch,AFF008,new_year_push,DE,435.04,1
2025-02-06,FunnelForge,AFF009,summer_promo_2025,US,133.73,1
2025-02-06,BrandBoost Network,AFF010,new_year_push,DE,336.31,2
2025-02-06,LeadLaunch,AFF008,summer_promo_2025,US,395.29,1
2025-02-07,NorthStar Affiliates,AFF004,q1_retention,US,787.47,1
2025-02-07,GrowthNest,AFF002,q1_retention,DE,481.39,1
2025-02-07,TechReach Media,AFF001,summer_promo_2025,GB,720.08,4
2025-02-07,BrandBoost Network,AFF010,influencer_collab,US,344.44,4
2025-02-07,AdVantage Hub,AFF005,loyalty_reactivation,DE,640.27,3
2025-02-07,ConvertFlow,AFF006,referral_spring,GB,842.92,3
2025-02-08,LeadLaunch,AFF008,referral_spring,SE,87.59,1
2025-02-08,FunnelForge,AFF009,q1_retention,US,105.65,1
2025-02-08,NorthStar Affiliates,AFF004,q1_retention,FR,278.14,1
2025-02-08,BrandBoost Network,AFF010,summer_promo_2025,FR,776.54,7
2025-02-08,TechReach Media,AFF001,influencer_collab,AU,587.68,1
2025-02-09,LeadLaunch,AFF008,loyalty_reactivation,FR,887.41,6
2025-02-09,FunnelForge,AFF009,summer_promo_2025,CA,341.09,2
2025-02-09,TechReach Media,AFF001,loyalty_reactivation,FR,257.41,3
2025-02-09,BrandBoost Network,AFF010,loyalty_reactivation,GB,144.05,1
2025-02-09,PixelPartners,AFF007,influencer_collab,US,364.11,2
2025-02-10,ConvertFlow,AFF006,product_launch_v2,NL,340.07,1
2025-02-10,GrowthNest,AFF002,new_year_push,FR,183.34,2
2025-02-10,PixelPartners,AFF007,q1_retention,NL,221.81,2
2025-02-11,BrandBoost Network,AFF010,loyalty_reactivation,US,815.79,2
2025-02-11,PixelPartners,AFF007,new_year_push,DE,589.87,2
2025-02-11,FunnelForge,AFF009,referral_spring,US,567.55,2
2025-02-11,ClickBridge Partners,AFF003,referral_spring,FR,765.72,3
2025-02-11,TechReach Media,AFF001,summer_promo_2025,FR,269.65,3
2025-02-12,NorthStar Affiliates,AFF004,loyalty_reactivation,CA,886.4,2
2025-02-12,GrowthNest,AFF002,influencer_collab,DE,90.23,1
2025-02-12,FunnelForge,AFF009,summer_promo_2025,DE,414.53,4
2025-02-12,BrandBoost Network,AFF010,new_year_push,SE,403.91,1
2025-02-12,AdVantage Hub,AFF005,q1_retention,US,868.47,9
2025-02-12,LeadLaunch,AFF008,referral_spring,US,784.37,3
2025-02-12,ConvertFlow,AFF006,new_year_push,US,465.24,6
2025-02-13,BrandBoost Network,AFF010,new_year_push,US,821.26,7
2025-02-13,FunnelForge,AFF009,product_launch_v2,CA,161.89,1
2025-02-13,NorthStar Affiliates,AFF004,black_friday_2025,US,689.75,5
2025-02-13,ConvertFlow,AFF006,summer_promo_2025,PL,389.26,5
2025-02-13,AdVantage Hub,AFF005,product_launch_v2,SE,403.6,4
2025-02-13,LeadLaunch,AFF008,referral_spring,FR,556.41,4
2025-02-13,ClickBridge Partners,AFF003,influencer_collab,FR,847.01,7
2025-02-14,BrandBoost Network,AFF010,q1_retention,NL,358.37,1
2025-02-14,ClickBridge Partners,AFF003,new_year_push,US,161.12,1
2025-02-14,TechReach Media,AFF001,influencer_collab,SE,308.05,4
2025-02-14,NorthStar Affiliates,AFF004,influencer_collab,US,508.05,2
2025-02-14,GrowthNest,AFF002,summer_promo_2025,US,117.04,1
2025-02-15,TechReach Media,AFF001,summer_promo_2025,US,321.71,2
2025-02-15,ClickBridge Partners,AFF003,black_friday_2025,AU,819.35,2
2025-02-15,NorthStar Affiliates,AFF004,new_year_push,PL,861.46,8
2025-02-15,LeadLaunch,AFF008,summer_promo_2025,US,329.66,1
2025-02-15,FunnelForge,AFF009,loyalty_reactivation,US,773.55,9
2025-02-16,NorthStar Affiliates,AFF004,loyalty_reactivation,NL,322.75,4
2025-02-16,GrowthNest,AFF002,referral_spring,GB,703.21,1
2025-02-16,BrandBoost Network,AFF010,black_friday_2025,US,852.06,6
2025-02-16,TechReach Media,AFF001,summer_promo_2025,SE,162.32,1
2025-02-16,ClickBridge Partners,AFF003,influencer_collab,AU,227.18,1
2025-02-16,PixelPartners,AFF007,product_launch_v2,GB,281.11,2
2025-02-17,TechReach Media,AFF001,referral_spring,BR,808.15,2
2025-02-17,ConvertFlow,AFF006,summer_promo_2025,DE,482.3,6
2025-02-17,PixelPartners,AFF007,influencer_collab,DE,436.34,4
2025-02-17,ClickBridge Partners,AFF003,referral_spring,US,860.84,2
2025-02-17,FunnelForge,AFF009,summer_promo_2025,BR,214.13,1
2025-02-17,NorthStar Affiliates,AFF004,referral_spring,US,287.61,2
2025-02-17,AdVantage Hub,AFF005,black_friday_2025,US,831.82,1
2025-02-18,FunnelForge,AFF009,new_year_push,DE,233.54,1
2025-02-18,PixelPartners,AFF007,black_friday_2025,CA,688.12,10
2025-02-18,ClickBridge Partners,AFF003,referral_spring,US,834.95,6
2025-02-19,BrandBoost Network,AFF010,product_launch_v2,US,837.5,10
2025-02-19,NorthStar Affiliates,AFF004,loyalty_reactivation,FR,81.89,1
2025-02-19,GrowthNest,AFF002,influencer_collab,PL,310.34,4
2025-02-19,TechReach Media,AFF001,summer_promo_2025,DE,185.8,1
2025-02-19,LeadLaunch,AFF008,q1_retention,FR,402.2,1
2025-02-19,FunnelForge,AFF009,new_year_push,GB,675.47,8
2025-02-20,GrowthNest,AFF002,referral_spring,US,636.04,9
2025-02-20,AdVantage Hub,AFF005,black_friday_2025,US,448.7,2
2025-02-20,FunnelForge,AFF009,new_year_push,CA,893.28,6
2025-02-20,TechReach Media,AFF001,loyalty_reactivation,FR,328.03,2
2025-02-20,ConvertFlow,AFF006,new_year_push,GB,685.58,4
2025-02-21,NorthStar Affiliates,AFF004,influencer_collab,FR,360.74,4
2025-02-21,ConvertFlow,AFF006,influencer_collab,GB,183.16,2
2025-02-21,PixelPartners,AFF007,summer_promo_2025,FR,617.52,7
2025-02-21,BrandBoost Network,AFF010,product_launch_v2,US,347.77,4
2025-02-21,GrowthNest,AFF002,q1_retention,CA,785.72,10
2025-02-22,GrowthNest,AFF002,q1_retention,US,633.28,9
2025-02-22,ConvertFlow,AFF006,new_year_push,US,524.5,4
2025-02-22,PixelPartners,AFF007,product_launch_v2,BR,580.25,6
2025-02-22,BrandBoost Network,AFF010,referral_spring,FR,342.8,3
2025-02-23,BrandBoost Network,AFF010,influencer_collab,BR,780.27,4
2025-02-23,ClickBridge Partners,AFF003,referral_spring,DE,481.66,4
2025-02-23,GrowthNest,AFF002,product_launch_v2,GB,280.25,2
2025-02-23,AdVantage Hub,AFF005,new_year_push,BR,771.52,11
2025-02-23,TechReach Media,AFF001,new_year_push,CA,707.03,3
2025-02-23,LeadLaunch,AFF008,black_friday_2025,DE,454.29,5
2025-02-23,ConvertFlow,AFF006,q1_retention,FR,317.24,2
2025-02-24,FunnelForge,AFF009,black_friday_2025,AU,217.51,1
2025-02-24,BrandBoost Network,AFF010,summer_promo_2025,GB,733.96,2
2025-02-24,NorthStar Affiliates,AFF004,black_friday_2025,US,714.96,7
2025-02-24,AdVantage Hub,AFF005,summer_promo_2025,GB,898.86,4
2025-02-25,TechReach Media,AFF001,loyalty_reactivation,BR,884.27,9
2025-02-25,LeadLaunch,AFF008,summer_promo_2025,US,728.41,3
2025-02-25,GrowthNest,AFF002,referral_spring,SE,624.03,5
2025-02-26,LeadLaunch,AFF008,influencer_collab,DE,490.63,3
2025-02-26,BrandBoost Network,AFF010,product_launch_v2,FR,893.47,1
2025-02-26,ConvertFlow,AFF006,new_year_push,DE,158.06,1
2025-02-27,ClickBridge Partners,AFF003,referral_spring,GB,725.72,8
2025-02-27,BrandBoost Network,AFF010,product_launch_v2,AU,421.67,5
2025-02-27,FunnelForge,AFF009,influencer_collab,CA,737.14,4
2025-02-27,TechReach Media,AFF001,q1_retention,SE,198.01,1
2025-02-27,NorthStar Affiliates,AFF004,loyalty_reactivation,US,205.89,2
2025-02-27,PixelPartners,AFF007,referral_spring,US,123.3,1
2025-02-28,TechReach Media,AFF001,product_launch_v2,AU,217.76,1
2025-02-28,LeadLaunch,AFF008,q1_retention,AU,754.96,7
2025-02-28,FunnelForge,AFF009,loyalty_reactivation,CA,156.06,1
2025-02-28,GrowthNest,AFF002,influencer_collab,NL,291.11,2
2025-02-28,NorthStar Affiliates,AFF004,referral_spring,DE,695.22,8
2025-03-01,BrandBoost Network,AFF010,black_friday_2025,US,223.78,1
2025-03-01,ClickBridge Partners,AFF003,summer_promo_2025,GB,892.12,11
2025-03-01,PixelPartners,AFF007,black_friday_2025,FR,447.96,1
2025-03-01,FunnelForge,AFF009,new_year_push,AU,879.99,6
2025-03-01,NorthStar Affiliates,AFF004,new_year_push,US,261.05,3
2025-03-01,GrowthNest,AFF002,influencer_collab,US,682.47,7
2025-03-02,AdVantage Hub,AFF005,referral_spring,US,120.56,1
2025-03-02,ConvertFlow,AFF006,product_launch_v2,FR,478.68,4
2025-03-02,PixelPartners,AFF007,referral_spring,GB,701.49,2
2025-03-03,FunnelForge,AFF009,product_launch_v2,US,80.88,1
2025-03-03,TechReach Media,AFF001,summer_promo_2025,SE,609.96,2
2025-03-03,BrandBoost Network,AFF010,black_friday_2025,SE,465.36,2
2025-03-03,LeadLaunch,AFF008,black_friday_2025,BR,128.78,1
2025-03-03,ClickBridge Partners,AFF003,influencer_collab,US,560.33,4
2025-03-03,GrowthNest,AFF002,q1_retention,NL,255.56,3
2025-03-03,PixelPartners,AFF007,summer_promo_2025,US,426.64,4
2025-03-04,GrowthNest,AFF002,referral_spring,GB,125.32,1
2025-03-04,TechReach Media,AFF001,loyalty_reactivation,US,580.6,3
2025-03-04,PixelPartners,AFF007,influencer_collab,SE,842.33,3
2025-03-05,GrowthNest,AFF002,new_year_push,CA,511.37,6
2025-03-05,AdVantage Hub,AFF005,q1_retention,US,409.04,5
2025-03-05,BrandBoost Network,AFF010,summer_promo_2025,BR,553.03,3
2025-03-05,TechReach Media,AFF001,new_year_push,US,882.48,11
2025-03-05,PixelPartners,AFF007,referral_spring,DE,876.13,7
2025-03-05,LeadLaunch,AFF008,new_year_push,GB,559.5,4
2025-03-06,GrowthNest,AFF002,summer_promo_2025,GB,415.11,3
2025-03-06,AdVantage Hub,AFF005,influencer_collab,FR,839.95,6
2025-03-06,ClickBridge Partners,AFF003,black_friday_2025,GB,350.0,4
2025-03-06,TechReach Media,AFF001,referral_spring,DE,458.69,3
2025-03-06,BrandBoost Network,AFF010,referral_spring,DE,342.99,3
2025-03-07,BrandBoost Network,AFF010,black_friday_2025,CA,291.09,2
2025-03-07,GrowthNest,AFF002,loyalty_reactivation,BR,569.86,7
2025-03-07,ClickBridge Partners,AFF003,summer_promo_2025,US,855.33,9
2025-03-07,TechReach Media,AFF001,black_friday_2025,BR,554.76,4
2025-03-07,FunnelForge,AFF009,new_year_push,US,637.94,1
2025-03-07,LeadLaunch,AFF008,new_year_push,US,689.64,6
2025-03-07,NorthStar Affiliates,AFF004,q1_retention,DE,461.92,6
2025-03-08,NorthStar Affiliates,AFF004,black_friday_2025,US,211.68,2
2025-03-08,TechReach Media,AFF001,influencer_collab,DE,519.92,6
2025-03-08,PixelPartners,AFF007,q1_retention,BR,781.63,12
2025-03-08,FunnelForge,AFF009,black_friday_2025,FR,800.08,3
2025-03-08,BrandBoost Network,AFF010,loyalty_reactivation,US,744.99,5
2025-03-09,GrowthNest,AFF002,new_year_push,GB,177.09,1
2025-03-09,ClickBridge Partners,AFF003,referral_spring,CA,766.93,1
2025-03-09,BrandBoost Network,AFF010,referral_spring,GB,796.95,1
2025-03-09,AdVantage Hub,AFF005,summer_promo_2025,DE,460.21,3
2025-03-09,ConvertFlow,AFF006,product_launch_v2,US,628.03,2
2025-03-10,ConvertFlow,AFF006,loyalty_reactivation,US,194.49,2
2025-03-10,TechReach Media,AFF001,q1_retention,GB,159.38,1
2025-03-10,AdVantage Hub,AFF005,loyalty_reactivation,GB,743.36,11
2025-03-10,GrowthNest,AFF002,influencer_collab,US,614.37,9
2025-03-11,GrowthNest,AFF002,influencer_collab,US,658.75,9
2025-03-11,ClickBridge Partners,AFF003,loyalty_reactivation,SE,116.99,1
2025-03-11,LeadLaunch,AFF008,referral_spring,BR,766.73,11
2025-03-11,BrandBoost Network,AFF010,summer_promo_2025,US,764.46,11
2025-03-11,AdVantage Hub,AFF005,q1_retention,DE,830.91,11
2025-03-11,NorthStar Affiliates,AFF004,loyalty_reactivation,GB,444.91,6
2025-03-11,ConvertFlow,AFF006,summer_promo_2025,BR,334.74,4
2025-03-12,ClickBridge Partners,AFF003,summer_promo_2025,AU,660.43,6
2025-03-12,AdVantage Hub,AFF005,black_friday_2025,PL,770.57,4
2025-03-12,GrowthNest,AFF002,new_year_push,US,732.55,4
2025-03-13,ClickBridge Partners,AFF003,influencer_collab,DE,396.8,2
2025-03-13,FunnelForge,AFF009,referral_spring,GB,153.6,1
2025-03-13,LeadLaunch,AFF008,product_launch_v2,CA,445.78,1
2025-03-13,NorthStar Affiliates,AFF004,q1_retention,FR,108.84,1
2025-03-13,BrandBoost Network,AFF010,new_year_push,US,248.77,1
2025-03-14,ConvertFlow,AFF006,q1_retention,US,240.0,1
2025-03-14,PixelPartners,AFF007,loyalty_reactivation,SE,520.52,5
2025-03-14,FunnelForge,AFF009,product_launch_v2,US,736.48,10
2025-03-14,ClickBridge Partners,AFF003,loyalty_reactivation,AU,858.05,2
2025-03-14,GrowthNest,AFF002,referral_spring,US,265.26,2
2025-03-14,NorthStar Affiliates,AFF004,influencer_collab,BR,390.21,2
2025-03-14,BrandBoost Network,AFF010,black_friday_2025,DE,229.9,2
2025-03-15,PixelPartners,AFF007,q1_retention,NL,218.48,2
2025-03-15,FunnelForge,AFF009,new_year_push,US,168.0,1
2025-03-15,ConvertFlow,AFF006,loyalty_reactivation,DE,496.72,4
2025-03-15,GrowthNest,AFF002,new_year_push,PL,478.75,3
2025-03-16,PixelPartners,AFF007,product_launch_v2,US,884.74,9
2025-03-16,TechReach Media,AFF001,summer_promo_2025,SE,469.96,3
2025-03-16,ClickBridge Partners,AFF003,product_launch_v2,AU,611.51,1
2025-03-16,NorthStar Affiliates,AFF004,product_launch_v2,GB,603.11,8
2025-03-16,FunnelForge,AFF009,q1_retention,FR,365.09,5
2025-03-17,LeadLaunch,AFF008,product_launch_v2,DE,683.99,9
